millis,stamp,datetime,light,temp,vcc
4718999, 1562112000, "2019/7/3 0:0:0", 239, 535.42, 1.91
4720000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 56.32
4720998, 1562112000, "2019/7/3 0:0:0", 447, 505.26, 1.91
4721999, 1562112000, "2019/7/3 0:0:0", 580, 473.93, 3.04
4722999, 1562112000, "2019/7/3 0:0:0", 588, 461.17, 1.91
4723999, 1562112000, "2019/7/3 0:0:0", 86, 535.42, 1.88
4725000, 1562112000, "2019/7/3 0:0:0", 589, 461.17, 1.92
4725999, 1562112000, "2019/7/3 0:0:0", 584, 461.17, 1.93
4726999, 1562112000, "2019/7/3 0:0:0", 509, 476.25, 1.87
4727998, 1562112000, "2019/7/3 0:0:0", 585, 461.75, 1.94
4728999, 1562112000, "2019/7/3 0:0:0", 583, 464.07, 2.03
4729999, 1562112000, "2019/7/3 0:0:0", 583, 463.49, 2.01
4730999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4731999, 1562112000, "2019/7/3 0:0:0", 581, 461.75, 1.97
4732999, 1562112000, "2019/7/3 0:0:0", 600, 461.17, 1.88
4734000, 1562112000, "2019/7/3 0:0:0", 586, 462.33, 1.99
4734999, 1562112000, "2019/7/3 0:0:0", 583, 462.33, 1.92
4735998, 1562112000, "2019/7/3 0:0:0", 481, 490.75, 1.89
4736998, 1562112000, "2019/7/3 0:0:0", 584, 461.75, 1.92
4737999, 1562112000, "2019/7/3 0:0:0", 587, 462.33, 1.92
4738999, 1562112000, "2019/7/3 0:0:0", 582, 461.17, 1.93
4739999, 1562112000, "2019/7/3 0:0:0", 586, 461.75, 1.91
4741000, 1562112000, "2019/7/3 0:0:0", 117, 535.42, 1.88
4741999, 1562112000, "2019/7/3 0:0:0", 589, 460.59, 1.91
4743000, 1562112000, "2019/7/3 0:0:0", 581, 461.75, 1.93
4743998, 1562112000, "2019/7/3 0:0:0", 589, 460.59, 1.90
4744998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.83
4745999, 1562112000, "2019/7/3 0:0:0", 585, 460.59, 1.92
4746999, 1562112000, "2019/7/3 0:0:0", 588, 461.17, 1.91
4747999, 1562112000, "2019/7/3 0:0:0", 586, 461.17, 5.34
4748999, 1562112000, "2019/7/3 0:0:0", 588, 461.17, 1.91
4749999, 1562112000, "2019/7/3 0:0:0", 215, 535.42, 1.87
4750998, 1562112000, "2019/7/3 0:0:0", 585, 464.07, 1.92
4752000, 1562112000, "2019/7/3 0:0:0", 580, 463.49, 2.03
4752999, 1562112000, "2019/7/3 0:0:0", 581, 465.81, 2.20
4753999, 1562112000, "2019/7/3 0:0:0", 565, 480.31, 3.47
4754999, 1562112000, "2019/7/3 0:0:0", 529, 512.22, 8.53
4755998, 1562112000, "2019/7/3 0:0:0", 330, 535.42, inf
4757000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4757999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4759000, 1562112000, "2019/7/3 0:0:0", 290, 535.42, inf
4759998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4760999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4761999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 16.09
4762999, 1562112000, "2019/7/3 0:0:0", 2, 535.42, 2.90
4763999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.42
4764999, 1562112000, "2019/7/3 0:0:0", 190, 535.42, 1.92
4766000, 1562112000, "2019/7/3 0:0:0", 295, 535.42, 1.94
4766999, 1562112000, "2019/7/3 0:0:0", 264, 535.42, 1.92
4768000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4768999, 1562112000, "2019/7/3 0:0:0", 249, 535.42, 1.93
4769999, 1562112000, "2019/7/3 0:0:0", 222, 535.42, 1.91
4771000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4771999, 1562112000, "2019/7/3 0:0:0", 36, 535.42, 2.26
4772999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 12.24
4773999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 22.09
4775000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 1.92
4775999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4776999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4777999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4778999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4779999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4780999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4782000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4782999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4784000, 1562112000, "2019/7/3 0:0:0", 479, 535.42, inf
4784999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 10.53
4785999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4786999, 1562112000, "2019/7/3 0:0:0", 424, 535.42, inf
4787999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4789000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4789998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4790999, 1562112000, "2019/7/3 0:0:0", 104, 535.42, inf
4791998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4792999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4793998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.01
4794999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4795999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4796999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4798000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4798999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 51.20
4800000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 5.69
4800998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 15.43
4801999, 1562112000, "2019/7/3 0:0:0", 75, 535.42, 1.93
4802999, 1562112000, "2019/7/3 0:0:0", 583, 462.91, 1.97
4803999, 1562112000, "2019/7/3 0:0:0", 568, 462.91, 1.91
4804999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 20.11
4805999, 1562112000, "2019/7/3 0:0:0", 585, 461.17, 1.92
4807000, 1562112000, "2019/7/3 0:0:0", 589, 460.59, 1.92
4807999, 1562112000, "2019/7/3 0:0:0", 587, 461.75, 1.93
4808998, 1562112000, "2019/7/3 0:0:0", 600, 461.17, 1.87
4809999, 1562112000, "2019/7/3 0:0:0", 584, 462.91, 2.01
4810999, 1562112000, "2019/7/3 0:0:0", 575, 468.13, 2.47
4812000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4812999, 1562112000, "2019/7/3 0:0:0", 525, 513.96, 9.16
4814000, 1562112000, "2019/7/3 0:0:0", 600, 461.75, 1.90
4814999, 1562112000, "2019/7/3 0:0:0", 522, 515.70, 9.23
4816000, 1562112000, "2019/7/3 0:0:0", 424, 535.42, inf
4817000, 1562112000, "2019/7/3 0:0:0", 598, 464.07, 1.96
4817999, 1562112000, "2019/7/3 0:0:0", 229, 535.42, inf
4818999, 1562112000, "2019/7/3 0:0:0", 485, 535.42, inf
4819999, 1562112000, "2019/7/3 0:0:0", 596, 462.91, 1.91
4820999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4821999, 1562112000, "2019/7/3 0:0:0", 399, 535.42, inf
4822999, 1562112000, "2019/7/3 0:0:0", 596, 462.33, 1.90
4823999, 1562112000, "2019/7/3 0:0:0", 482, 535.42, inf
4824999, 1562112000, "2019/7/3 0:0:0", 453, 535.42, inf
4825999, 1562112000, "2019/7/3 0:0:0", 533, 509.32, 7.61
4826999, 1562112000, "2019/7/3 0:0:0", 541, 497.13, 5.49
4828000, 1562112000, "2019/7/3 0:0:0", 598, 461.17, 1.90
4828999, 1562112000, "2019/7/3 0:0:0", 569, 473.93, 3.03
4829999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4830999, 1562112000, "2019/7/3 0:0:0", 583, 467.55, 2.34
4832000, 1562112000, "2019/7/3 0:0:0", 600, 462.33, 1.89
4832998, 1562112000, "2019/7/3 0:0:0", 587, 462.33, 1.95
4833998, 1562112000, "2019/7/3 0:0:0", 583, 463.49, 1.98
4834999, 1562112000, "2019/7/3 0:0:0", 587, 461.17, 1.94
4835999, 1562112000, "2019/7/3 0:0:0", 581, 463.49, 1.97
4836999, 1562112000, "2019/7/3 0:0:0", 586, 461.75, 1.93
4837999, 1562112000, "2019/7/3 0:0:0", 586, 463.49, 1.97
4839000, 1562112000, "2019/7/3 0:0:0", 586, 464.07, 2.00
4839998, 1562112000, "2019/7/3 0:0:0", 401, 534.26, 1.87
4840999, 1562112000, "2019/7/3 0:0:0", 586, 462.33, 1.95
4841999, 1562112000, "2019/7/3 0:0:0", 589, 462.33, 1.93
4842999, 1562112000, "2019/7/3 0:0:0", 582, 465.23, 2.23
4843999, 1562112000, "2019/7/3 0:0:0", 584, 465.23, 2.26
4844999, 1562112000, "2019/7/3 0:0:0", 575, 473.93, 2.95
4846000, 1562112000, "2019/7/3 0:0:0", 598, 461.17, 1.89
4846999, 1562112000, "2019/7/3 0:0:0", 506, 530.78, inf
4848000, 1562112000, "2019/7/3 0:0:0", 90, 535.42, inf
4849000, 1562112000, "2019/7/3 0:0:0", 600, 464.65, 2.19
4849999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4850999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4851999, 1562112000, "2019/7/3 0:0:0", 563, 494.81, 5.05
4853000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4853999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4854999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4855999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4856999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4857999, 1562112000, "2019/7/3 0:0:0", 422, 535.42, inf
4858999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4860000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4860999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4861999, 1562112000, "2019/7/3 0:0:0", 573, 489.59, 4.05
4862999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4864000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4864999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4865999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4866999, 1562112000, "2019/7/3 0:0:0", 231, 535.42, inf
4867999, 1562112000, "2019/7/3 0:0:0", 287, 535.42, inf
4869000, 1562112000, "2019/7/3 0:0:0", 311, 535.42, inf
4869999, 1562112000, "2019/7/3 0:0:0", 522, 518.02, 10.33
4871000, 1562112000, "2019/7/3 0:0:0", 497, 532.52, 27.47
4871999, 1562112000, "2019/7/3 0:0:0", 541, 496.55, 5.36
4872999, 1562112000, "2019/7/3 0:0:0", 599, 461.17, 1.89
4873999, 1562112000, "2019/7/3 0:0:0", 573, 473.35, 2.86
4874999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4875999, 1562112000, "2019/7/3 0:0:0", 584, 464.07, 2.03
4876999, 1562112000, "2019/7/3 0:0:0", 602, 460.01, 1.87
4878000, 1562112000, "2019/7/3 0:0:0", 589, 463.49, 2.00
4878999, 1562112000, "2019/7/3 0:0:0", 590, 461.17, 1.92
4880000, 1562112000, "2019/7/3 0:0:0", 592, 461.17, 1.92
4880999, 1562112000, "2019/7/3 0:0:0", 591, 460.59, 1.90
4881999, 1562112000, "2019/7/3 0:0:0", 140, 535.42, 1.86
4882999, 1562112000, "2019/7/3 0:0:0", 589, 461.17, 1.90
4883999, 1562112000, "2019/7/3 0:0:0", 591, 460.59, 1.90
4885000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.98
4885999, 1562112000, "2019/7/3 0:0:0", 559, 462.33, 1.90
4886999, 1562112000, "2019/7/3 0:0:0", 399, 532.52, 1.89
4887999, 1562112000, "2019/7/3 0:0:0", 300, 535.42, 1.91
4888999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4889998, 1562112000, "2019/7/3 0:0:0", 51, 535.42, 2.13
4890999, 1562112000, "2019/7/3 0:0:0", 130, 535.42, 1.90
4891999, 1562112000, "2019/7/3 0:0:0", 70, 535.42, 1.95
4892999, 1562112000, "2019/7/3 0:0:0", 141, 535.42, 1.90
4894000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4894999, 1562112000, "2019/7/3 0:0:0", 171, 535.42, 1.90
4896000, 1562112000, "2019/7/3 0:0:0", 236, 535.42, 1.90
4896999, 1562112000, "2019/7/3 0:0:0", 100, 535.42, 1.90
4897999, 1562112000, "2019/7/3 0:0:0", 367, 535.42, 1.89
4898999, 1562112000, "2019/7/3 0:0:0", 212, 535.42, 1.90
4899999, 1562112000, "2019/7/3 0:0:0", 267, 535.42, 1.89
4900999, 1562112000, "2019/7/3 0:0:0", 204, 535.42, 1.92
4901999, 1562112000, "2019/7/3 0:0:0", 537, 462.33, 1.90
4902999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4903998, 1562112000, "2019/7/3 0:0:0", 375, 535.42, 1.90
4904999, 1562112000, "2019/7/3 0:0:0", 591, 459.43, 1.90
4905999, 1562112000, "2019/7/3 0:0:0", 587, 462.91, 1.91
4906999, 1562112000, "2019/7/3 0:0:0", 589, 461.17, 1.91
4907999, 1562112000, "2019/7/3 0:0:0", 589, 461.17, 1.90
4908998, 1562112000, "2019/7/3 0:0:0", 11, 535.42, 2.53
4909999, 1562112000, "2019/7/3 0:0:0", 589, 461.17, 3.22
4910999, 1562112000, "2019/7/3 0:0:0", 587, 461.75, 1.93
4912000, 1562112000, "2019/7/3 0:0:0", 604, 460.59, 1.87
4912999, 1562112000, "2019/7/3 0:0:0", 579, 462.91, 2.09
4913999, 1562112000, "2019/7/3 0:0:0", 574, 475.09, 2.97
4914999, 1562112000, "2019/7/3 0:0:0", 547, 493.65, 5.03
4915999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4916999, 1562112000, "2019/7/3 0:0:0", 347, 535.42, inf
4917998, 1562112000, "2019/7/3 0:0:0", 598, 464.65, 1.98
4919000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4919999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4920999, 1562112000, "2019/7/3 0:0:0", 326, 535.42, inf
4921999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4922999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4923999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4924999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 56.32
4926000, 1562112000, "2019/7/3 0:0:0", 40, 535.42, 2.16
4926998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.08
4927998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4928999, 1562112000, "2019/7/3 0:0:0", 587, 460.59, 1.90
4929998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 17.88
4930999, 1562112000, "2019/7/3 0:0:0", 587, 462.33, 1.91
4931999, 1562112000, "2019/7/3 0:0:0", 592, 460.01, 1.90
4932999, 1562112000, "2019/7/3 0:0:0", 587, 460.01, 1.91
4933999, 1562112000, "2019/7/3 0:0:0", 586, 460.59, 1.92
4935000, 1562112000, "2019/7/3 0:0:0", 590, 461.17, 1.91
4935999, 1562112000, "2019/7/3 0:0:0", 590, 459.43, 1.90
4936999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 1.90
4937999, 1562112000, "2019/7/3 0:0:0", 591, 460.01, 1.89
4938999, 1562112000, "2019/7/3 0:0:0", 588, 460.01, 1.89
4939999, 1562112000, "2019/7/3 0:0:0", 273, 535.42, 1.90
4940999, 1562112000, "2019/7/3 0:0:0", 471, 491.91, 1.89
4942000, 1562112000, "2019/7/3 0:0:0", 541, 462.33, 1.90
4942999, 1562112000, "2019/7/3 0:0:0", 135, 535.42, 1.90
4943998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4944999, 1562112000, "2019/7/3 0:0:0", 111, 535.42, 1.90
4945999, 1562112000, "2019/7/3 0:0:0", 592, 461.75, 1.93
4946999, 1562112000, "2019/7/3 0:0:0", 197, 535.42, 1.90
4947999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4949000, 1562112000, "2019/7/3 0:0:0", 535, 460.59, 1.91
4949999, 1562112000, "2019/7/3 0:0:0", 337, 535.42, 1.89
4950999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 93.87
4951998, 1562112000, "2019/7/3 0:0:0", 514, 464.65, 1.91
4952999, 1562112000, "2019/7/3 0:0:0", 592, 458.27, 1.89
4953999, 1562112000, "2019/7/3 0:0:0", 587, 458.85, 1.91
4954998, 1562112000, "2019/7/3 0:0:0", 592, 461.75, 1.95
4955999, 1562112000, "2019/7/3 0:0:0", 592, 459.43, 1.90
4956998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 9.47
4958000, 1562112000, "2019/7/3 0:0:0", 593, 459.43, 1.89
4958999, 1562112000, "2019/7/3 0:0:0", 592, 458.85, 1.89
4960000, 1562112000, "2019/7/3 0:0:0", 593, 458.85, 1.89
4960999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 6.33
4961999, 1562112000, "2019/7/3 0:0:0", 593, 461.17, 1.89
4962999, 1562112000, "2019/7/3 0:0:0", 592, 459.43, 1.89
4963999, 1562112000, "2019/7/3 0:0:0", 596, 459.43, 1.89
4964999, 1562112000, "2019/7/3 0:0:0", 591, 459.43, 1.90
4965999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.30
4967000, 1562112000, "2019/7/3 0:0:0", 592, 460.59, 1.90
4967999, 1562112000, "2019/7/3 0:0:0", 592, 460.01, 1.90
4968999, 1562112000, "2019/7/3 0:0:0", 592, 460.59, 1.87
4969999, 1562112000, "2019/7/3 0:0:0", 591, 460.01, 1.92
4970999, 1562112000, "2019/7/3 0:0:0", 577, 467.55, 2.71
4971999, 1562112000, "2019/7/3 0:0:0", 549, 493.07, 4.94
4972999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4973999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4974999, 1562112000, "2019/7/3 0:0:0", 452, 535.42, inf
4976000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4976999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
4977999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.49
4978999, 1562112000, "2019/7/3 0:0:0", 4, 535.42, 2.81
4979998, 1562112000, "2019/7/3 0:0:0", 160, 535.42, 1.89
4980999, 1562112000, "2019/7/3 0:0:0", 350, 535.42, 1.90
4981999, 1562112000, "2019/7/3 0:0:0", 579, 474.51, 3.05
4982999, 1562112000, "2019/7/3 0:0:0", 590, 458.27, 1.90
4983998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.97
4984999, 1562112000, "2019/7/3 0:0:0", 592, 458.85, 1.91
4985998, 1562112000, "2019/7/3 0:0:0", 595, 458.85, 1.89
4986998, 1562112000, "2019/7/3 0:0:0", 595, 458.85, 1.89
4987999, 1562112000, "2019/7/3 0:0:0", 596, 459.43, 1.90
4988999, 1562112000, "2019/7/3 0:0:0", 594, 458.85, 1.91
4990000, 1562112000, "2019/7/3 0:0:0", 608, 459.43, 1.85
4990999, 1562112000, "2019/7/3 0:0:0", 494, 535.42, inf
4992000, 1562112000, "2019/7/3 0:0:0", 564, 461.17, 1.97
4993000, 1562112000, "2019/7/3 0:0:0", 602, 458.27, 1.87
4993998, 1562112000, "2019/7/3 0:0:0", 584, 461.17, 2.03
4994999, 1562112000, "2019/7/3 0:0:0", 586, 464.65, 2.34
4995999, 1562112000, "2019/7/3 0:0:0", 578, 474.51, 3.01
4996999, 1562112000, "2019/7/3 0:0:0", 583, 468.13, 2.68
4997999, 1562112000, "2019/7/3 0:0:0", 513, 523.24, 15.43
4998999, 1562112000, "2019/7/3 0:0:0", 528, 512.22, 9.08
4999999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5000999, 1562112000, "2019/7/3 0:0:0", 424, 535.42, inf
5001999, 1562112000, "2019/7/3 0:0:0", 600, 458.85, 1.87
5002999, 1562112000, "2019/7/3 0:0:0", 552, 491.33, 4.79
5003999, 1562112000, "2019/7/3 0:0:0", 587, 460.59, 2.08
5004999, 1562112000, "2019/7/3 0:0:0", 589, 461.17, 1.98
5006000, 1562112000, "2019/7/3 0:0:0", 590, 460.01, 2.02
5006999, 1562112000, "2019/7/3 0:0:0", 588, 459.43, 1.91
5007998, 1562112000, "2019/7/3 0:0:0", 67, 535.42, 1.99
5008999, 1562112000, "2019/7/3 0:0:0", 588, 459.43, 1.92
5009999, 1562112000, "2019/7/3 0:0:0", 594, 458.85, 1.89
5010999, 1562112000, "2019/7/3 0:0:0", 477, 488.43, 1.88
5011999, 1562112000, "2019/7/3 0:0:0", 285, 535.42, 1.91
5013000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5013999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 5.03
5014999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 8.47
5015999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 56.32
5016999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5017999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5018999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5020000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5020999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5022000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5022999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5024000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5024999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5025999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.62
5026999, 1562112000, "2019/7/3 0:0:0", 593, 458.85, 1.90
5027999, 1562112000, "2019/7/3 0:0:0", 144, 535.42, 1.89
5029000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 43.32
5029999, 1562112000, "2019/7/3 0:0:0", 593, 461.75, 1.89
5031000, 1562112000, "2019/7/3 0:0:0", 591, 458.27, 1.91
5031999, 1562112000, "2019/7/3 0:0:0", 586, 458.85, 1.92
5032999, 1562112000, "2019/7/3 0:0:0", 589, 459.43, 1.94
5034000, 1562112000, "2019/7/3 0:0:0", 607, 458.27, 1.86
5034998, 1562112000, "2019/7/3 0:0:0", 578, 469.87, 2.83
5035999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5036999, 1562112000, "2019/7/3 0:0:0", 121, 535.42, inf
5038000, 1562112000, "2019/7/3 0:0:0", 600, 465.23, 2.46
5038998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5040000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5040999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5041999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5043000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5043999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 6.59
5045000, 1562112000, "2019/7/3 0:0:0", 602, 457.11, 1.89
5045999, 1562112000, "2019/7/3 0:0:0", 533, 460.01, 1.87
5046999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 7.88
5047998, 1562112000, "2019/7/3 0:0:0", 599, 457.69, 1.88
5048999, 1562112000, "2019/7/3 0:0:0", 594, 457.69, 1.91
5049999, 1562112000, "2019/7/3 0:0:0", 591, 462.33, 2.10
5050999, 1562112000, "2019/7/3 0:0:0", 537, 506.42, 7.99
5051999, 1562112000, "2019/7/3 0:0:0", 467, 535.42, inf
5052999, 1562112000, "2019/7/3 0:0:0", 598, 463.49, 2.36
5054000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5054999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5056000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5056999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5057999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 13.41
5058999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 2.96
5059999, 1562112000, "2019/7/3 0:0:0", 224, 535.42, 1.88
5060998, 1562112000, "2019/7/3 0:0:0", 299, 535.42, 1.89
5061999, 1562112000, "2019/7/3 0:0:0", 591, 458.85, 1.89
5063000, 1562112000, "2019/7/3 0:0:0", 588, 467.55, 2.67
5063999, 1562112000, "2019/7/3 0:0:0", 593, 458.27, 1.91
5064999, 1562112000, "2019/7/3 0:0:0", 462, 500.04, 1.86
5065998, 1562112000, "2019/7/3 0:0:0", 591, 458.85, 1.90
5066999, 1562112000, "2019/7/3 0:0:0", 592, 459.43, 1.92
5067999, 1562112000, "2019/7/3 0:0:0", 590, 460.59, 1.93
5068999, 1562112000, "2019/7/3 0:0:0", 585, 461.17, 2.06
5070000, 1562112000, "2019/7/3 0:0:0", 587, 462.33, 2.18
5070999, 1562112000, "2019/7/3 0:0:0", 585, 463.49, 2.11
5072000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5072999, 1562112000, "2019/7/3 0:0:0", 587, 461.17, 2.04
5073999, 1562112000, "2019/7/3 0:0:0", 606, 459.43, 1.87
5074999, 1562112000, "2019/7/3 0:0:0", 589, 461.17, 1.96
5075998, 1562112000, "2019/7/3 0:0:0", 590, 460.01, 1.93
5077000, 1562112000, "2019/7/3 0:0:0", 590, 461.17, 1.96
5077999, 1562112000, "2019/7/3 0:0:0", 593, 460.01, 1.90
5079000, 1562112000, "2019/7/3 0:0:0", 137, 535.42, 1.86
5079998, 1562112000, "2019/7/3 0:0:0", 592, 458.27, 1.90
5080999, 1562112000, "2019/7/3 0:0:0", 592, 458.85, 1.90
5082000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5082999, 1562112000, "2019/7/3 0:0:0", 96, 535.42, 1.90
5083999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 8.73
5084999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5086000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5086999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5088000, 1562112000, "2019/7/3 0:0:0", 595, 467.55, 2.62
5088999, 1562112000, "2019/7/3 0:0:0", 398, 535.42, inf
5089998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5090998, 1562112000, "2019/7/3 0:0:0", 588, 461.17, 1.93
5091998, 1562112000, "2019/7/3 0:0:0", 110, 535.42, 1.87
5093000, 1562112000, "2019/7/3 0:0:0", 588, 458.85, 1.91
5093999, 1562112000, "2019/7/3 0:0:0", 271, 535.42, 1.89
5095000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5095998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 112.64
5096999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 14.26
5097999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5098999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5099999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5100999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5102000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 10.73
