millis,stamp,datetime,light,temp,vcc
5102999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5104000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5104999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 7.13
5105999, 1562112000, "2019/7/3 0:0:0", 79, 535.42, 1.91
5106999, 1562112000, "2019/7/3 0:0:0", 58, 535.42, 2.06
5107999, 1562112000, "2019/7/3 0:0:0", 591, 461.75, 1.95
5108999, 1562112000, "2019/7/3 0:0:0", 358, 535.42, 1.89
5109999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 13.10
5110999, 1562112000, "2019/7/3 0:0:0", 590, 457.69, 1.90
5111999, 1562112000, "2019/7/3 0:0:0", 587, 458.85, 1.93
5112999, 1562112000, "2019/7/3 0:0:0", 349, 535.42, 1.86
5113999, 1562112000, "2019/7/3 0:0:0", 591, 460.01, 1.90
5114999, 1562112000, "2019/7/3 0:0:0", 590, 460.01, 1.92
5115999, 1562112000, "2019/7/3 0:0:0", 593, 459.43, 1.92
5116998, 1562112000, "2019/7/3 0:0:0", 398, 535.42, inf
5117999, 1562112000, "2019/7/3 0:0:0", 586, 461.75, 2.04
5118998, 1562112000, "2019/7/3 0:0:0", 603, 458.27, 1.87
5120000, 1562112000, "2019/7/3 0:0:0", 579, 470.45, 2.83
5120999, 1562112000, "2019/7/3 0:0:0", 580, 467.55, 2.61
5121999, 1562112000, "2019/7/3 0:0:0", 514, 526.14, 14.82
5122999, 1562112000, "2019/7/3 0:0:0", 508, 527.30, 17.33
5123999, 1562112000, "2019/7/3 0:0:0", 468, 535.42, inf
5125000, 1562112000, "2019/7/3 0:0:0", 601, 461.75, 2.00
5125999, 1562112000, "2019/7/3 0:0:0", 89, 535.42, inf
5127000, 1562112000, "2019/7/3 0:0:0", 573, 482.05, 3.63
5127999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5128998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5129999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5130999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5131999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5132999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5134000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5134999, 1562112000, "2019/7/3 0:0:0", 597, 458.27, 1.90
5136000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 6.51
5137000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5137999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 8.73
5138998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5139999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5141000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5141999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5142999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5143999, 1562112000, "2019/7/3 0:0:0", 74, 535.42, 1.95
5144999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5146000, 1562112000, "2019/7/3 0:0:0", 542, 508.16, 7.22
5146999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5147999, 1562112000, "2019/7/3 0:0:0", 463, 535.42, inf
5148999, 1562112000, "2019/7/3 0:0:0", 523, 513.38, 9.01
5149999, 1562112000, "2019/7/3 0:0:0", 578, 469.29, 2.66
5150999, 1562112000, "2019/7/3 0:0:0", 585, 462.91, 2.09
5152000, 1562112000, "2019/7/3 0:0:0", 589, 461.17, 1.93
5153000, 1562112000, "2019/7/3 0:0:0", 598, 458.85, 1.91
5153999, 1562112000, "2019/7/3 0:0:0", 592, 458.85, 1.90
5155000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.48
5155999, 1562112000, "2019/7/3 0:0:0", 589, 458.27, 1.90
5156999, 1562112000, "2019/7/3 0:0:0", 498, 470.45, 1.90
5157999, 1562112000, "2019/7/3 0:0:0", 394, 535.42, 1.89
5159000, 1562112000, "2019/7/3 0:0:0", 509, 463.49, 1.90
5159999, 1562112000, "2019/7/3 0:0:0", 463, 495.97, 1.89
5160999, 1562112000, "2019/7/3 0:0:0", 590, 458.85, 1.90
5161999, 1562112000, "2019/7/3 0:0:0", 590, 462.33, 2.02
5162999, 1562112000, "2019/7/3 0:0:0", 585, 458.85, 1.91
5164000, 1562112000, "2019/7/3 0:0:0", 44, 535.42, 2.22
5164999, 1562112000, "2019/7/3 0:0:0", 594, 457.11, 1.90
5165999, 1562112000, "2019/7/3 0:0:0", 591, 459.43, 1.92
5166998, 1562112000, "2019/7/3 0:0:0", 593, 458.85, 1.91
5167998, 1562112000, "2019/7/3 0:0:0", 600, 457.69, 1.88
5168999, 1562112000, "2019/7/3 0:0:0", 570, 477.99, 3.52
5169999, 1562112000, "2019/7/3 0:0:0", 431, 535.42, inf
5171000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5171999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5172999, 1562112000, "2019/7/3 0:0:0", 590, 475.09, 2.99
5173998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5175000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5175999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5176999, 1562112000, "2019/7/3 0:0:0", 520, 527.88, 14.63
5177998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5178998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5179999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5180999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5181999, 1562112000, "2019/7/3 0:0:0", 595, 470.45, 2.80
5182999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5184000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5184999, 1562112000, "2019/7/3 0:0:0", 222, 535.42, inf
5185999, 1562112000, "2019/7/3 0:0:0", 223, 535.42, inf
5187000, 1562112000, "2019/7/3 0:0:0", 596, 461.75, 2.08
5187999, 1562112000, "2019/7/3 0:0:0", 303, 535.42, inf
5189000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5189999, 1562112000, "2019/7/3 0:0:0", 436, 535.42, inf
5191000, 1562112000, "2019/7/3 0:0:0", 607, 460.59, 1.92
5191999, 1562112000, "2019/7/3 0:0:0", 347, 535.42, inf
5192999, 1562112000, "2019/7/3 0:0:0", 37, 535.42, inf
5193999, 1562112000, "2019/7/3 0:0:0", 181, 535.42, inf
5194999, 1562112000, "2019/7/3 0:0:0", 167, 535.42, inf
5196000, 1562112000, "2019/7/3 0:0:0", 591, 469.87, 2.71
5196999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5197999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5198999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5200000, 1562112000, "2019/7/3 0:0:0", 534, 515.12, 9.79
5200999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5201999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5202999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5203999, 1562112000, "2019/7/3 0:0:0", 367, 535.42, inf
5205000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5205999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5207000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5207999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5208998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5209999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 7.31
5210999, 1562112000, "2019/7/3 0:0:0", 167, 535.42, 1.89
5211999, 1562112000, "2019/7/3 0:0:0", 338, 535.42, 1.89
5212999, 1562112000, "2019/7/3 0:0:0", 594, 457.69, 1.89
5214000, 1562112000, "2019/7/3 0:0:0", 593, 458.85, 1.89
5214999, 1562112000, "2019/7/3 0:0:0", 589, 457.69, 1.91
5216000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.82
5216999, 1562112000, "2019/7/3 0:0:0", 588, 460.01, 2.06
5217998, 1562112000, "2019/7/3 0:0:0", 607, 458.27, 1.86
5218999, 1562112000, "2019/7/3 0:0:0", 553, 489.59, 4.71
5219999, 1562112000, "2019/7/3 0:0:0", 415, 535.42, inf
5220999, 1562112000, "2019/7/3 0:0:0", 600, 460.01, 1.95
5221999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5223000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5223999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5224998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5225999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5226999, 1562112000, "2019/7/3 0:0:0", 291, 535.42, inf
5227999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5228999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5230000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5230999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5232000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5232999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5233999, 1562112000, "2019/7/3 0:0:0", 392, 535.42, inf
5234999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5235998, 1562112000, "2019/7/3 0:0:0", 589, 471.03, 2.84
5237000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5237999, 1562112000, "2019/7/3 0:0:0", 6, 535.42, inf
5239000, 1562112000, "2019/7/3 0:0:0", 602, 461.17, 2.05
5239999, 1562112000, "2019/7/3 0:0:0", 432, 535.42, inf
5240999, 1562112000, "2019/7/3 0:0:0", 495, 535.42, 46.93
5241999, 1562112000, "2019/7/3 0:0:0", 576, 468.71, 2.81
5242998, 1562112000, "2019/7/3 0:0:0", 587, 462.33, inf
5243999, 1562112000, "2019/7/3 0:0:0", 593, 459.43, 1.94
5244998, 1562112000, "2019/7/3 0:0:0", 605, 458.85, 1.85
5246000, 1562112000, "2019/7/3 0:0:0", 594, 460.01, 1.93
5246999, 1562112000, "2019/7/3 0:0:0", 592, 457.11, 1.90
5248000, 1562112000, "2019/7/3 0:0:0", 234, 535.42, 1.86
5248998, 1562112000, "2019/7/3 0:0:0", 592, 458.27, 1.89
5249998, 1562112000, "2019/7/3 0:0:0", 594, 457.69, 1.88
5250999, 1562112000, "2019/7/3 0:0:0", 594, 458.27, 1.89
5251999, 1562112000, "2019/7/3 0:0:0", 589, 458.27, 1.94
5252999, 1562112000, "2019/7/3 0:0:0", 447, 502.36, 1.89
5253999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 66.26
5255000, 1562112000, "2019/7/3 0:0:0", 594, 457.69, 1.88
5255999, 1562112000, "2019/7/3 0:0:0", 589, 457.11, 1.91
5256999, 1562112000, "2019/7/3 0:0:0", 89, 535.42, 1.87
5257999, 1562112000, "2019/7/3 0:0:0", 591, 457.11, 1.90
5258999, 1562112000, "2019/7/3 0:0:0", 594, 457.69, 1.90
5259998, 1562112000, "2019/7/3 0:0:0", 595, 458.27, 1.90
5260999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5261999, 1562112000, "2019/7/3 0:0:0", 578, 474.51, 3.14
5262999, 1562112000, "2019/7/3 0:0:0", 607, 458.85, 1.89
5263998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5264999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5265999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5266999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5267999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5269000, 1562112000, "2019/7/3 0:0:0", 174, 535.42, 1.89
5269999, 1562112000, "2019/7/3 0:0:0", 577, 459.43, 2.01
5270999, 1562112000, "2019/7/3 0:0:0", 588, 458.27, 1.90
5271999, 1562112000, "2019/7/3 0:0:0", 44, 535.42, 2.12
5272999, 1562112000, "2019/7/3 0:0:0", 589, 457.69, 1.90
5273999, 1562112000, "2019/7/3 0:0:0", 593, 459.43, 1.93
5274999, 1562112000, "2019/7/3 0:0:0", 583, 462.91, 2.48
5276000, 1562112000, "2019/7/3 0:0:0", 604, 460.01, 1.88
5276999, 1562112000, "2019/7/3 0:0:0", 469, 535.42, inf
5278000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5278999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5280000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5280999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5281999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 9.55
5282999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.28
5283999, 1562112000, "2019/7/3 0:0:0", 491, 474.51, 1.88
5284999, 1562112000, "2019/7/3 0:0:0", 592, 459.43, 1.89
5285999, 1562112000, "2019/7/3 0:0:0", 589, 458.27, 1.90
5287000, 1562112000, "2019/7/3 0:0:0", 433, 517.44, 1.85
5287998, 1562112000, "2019/7/3 0:0:0", 593, 459.43, inf
5288999, 1562112000, "2019/7/3 0:0:0", 588, 461.17, 2.05
5289999, 1562112000, "2019/7/3 0:0:0", 607, 458.27, 1.86
5290999, 1562112000, "2019/7/3 0:0:0", 549, 495.39, 5.75
5291999, 1562112000, "2019/7/3 0:0:0", 561, 483.79, 4.33
5292999, 1562112000, "2019/7/3 0:0:0", 603, 458.85, 1.88
5294000, 1562112000, "2019/7/3 0:0:0", 451, 535.42, inf
5294999, 1562112000, "2019/7/3 0:0:0", 501, 534.84, 43.32
5296000, 1562112000, "2019/7/3 0:0:0", 490, 535.42, 281.60
5296999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5297999, 1562112000, "2019/7/3 0:0:0", 528, 515.70, 10.24
5298999, 1562112000, "2019/7/3 0:0:0", 609, 456.53, 1.86
5299999, 1562112000, "2019/7/3 0:0:0", 586, 468.13, 2.71
5301000, 1562112000, "2019/7/3 0:0:0", 588, 462.33, 2.39
5301999, 1562112000, "2019/7/3 0:0:0", 588, 460.59, 1.97
5303000, 1562112000, "2019/7/3 0:0:0", 609, 457.69, 1.86
5303998, 1562112000, "2019/7/3 0:0:0", 594, 458.27, 1.90
5304999, 1562112000, "2019/7/3 0:0:0", 592, 458.27, 1.91
5305999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5306999, 1562112000, "2019/7/3 0:0:0", 591, 460.59, 2.01
5307999, 1562112000, "2019/7/3 0:0:0", 605, 458.27, 1.86
5308999, 1562112000, "2019/7/3 0:0:0", 584, 462.91, 2.06
5310000, 1562112000, "2019/7/3 0:0:0", 588, 461.75, 2.29
5310999, 1562112000, "2019/7/3 0:0:0", 590, 460.01, 2.13
5312000, 1562112000, "2019/7/3 0:0:0", 606, 458.27, 1.86
5312998, 1562112000, "2019/7/3 0:0:0", 589, 462.33, 2.25
5313999, 1562112000, "2019/7/3 0:0:0", 526, 511.06, 9.47
5314999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5315999, 1562112000, "2019/7/3 0:0:0", 498, 532.52, 38.84
5316999, 1562112000, "2019/7/3 0:0:0", 607, 457.69, 1.87
5317999, 1562112000, "2019/7/3 0:0:0", 549, 498.88, 5.90
5319000, 1562112000, "2019/7/3 0:0:0", 511, 527.30, 20.48
5319999, 1562112000, "2019/7/3 0:0:0", 487, 535.42, inf
5320999, 1562112000, "2019/7/3 0:0:0", 611, 456.53, 1.86
5321999, 1562112000, "2019/7/3 0:0:0", 575, 473.93, 3.33
5322999, 1562112000, "2019/7/3 0:0:0", 533, 506.42, 8.10
5323999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5324999, 1562112000, "2019/7/3 0:0:0", 576, 474.51, 3.22
5325999, 1562112000, "2019/7/3 0:0:0", 605, 457.11, 1.87
5326999, 1562112000, "2019/7/3 0:0:0", 590, 461.75, 2.11
5328000, 1562112000, "2019/7/3 0:0:0", 590, 461.17, 2.10
5328999, 1562112000, "2019/7/3 0:0:0", 594, 458.85, 1.90
5329998, 1562112000, "2019/7/3 0:0:0", 594, 458.27, 1.91
5330999, 1562112000, "2019/7/3 0:0:0", 596, 457.69, 1.90
5331999, 1562112000, "2019/7/3 0:0:0", 594, 458.85, 1.91
5332999, 1562112000, "2019/7/3 0:0:0", 590, 458.85, 1.92
5333998, 1562112000, "2019/7/3 0:0:0", 494, 484.95, 1.85
5334999, 1562112000, "2019/7/3 0:0:0", 589, 458.85, 1.93
5335999, 1562112000, "2019/7/3 0:0:0", 589, 459.43, 1.97
5336999, 1562112000, "2019/7/3 0:0:0", 606, 454.79, 1.86
5337999, 1562112000, "2019/7/3 0:0:0", 590, 460.01, 2.17
5338999, 1562112000, "2019/7/3 0:0:0", 581, 465.81, 2.69
5339999, 1562112000, "2019/7/3 0:0:0", 581, 470.45, 3.03
5340999, 1562112000, "2019/7/3 0:0:0", 417, 535.42, inf
5341999, 1562112000, "2019/7/3 0:0:0", 542, 504.10, 6.74
5342998, 1562112000, "2019/7/3 0:0:0", 602, 457.69, 1.88
5344000, 1562112000, "2019/7/3 0:0:0", 70, 535.42, inf
5344999, 1562112000, "2019/7/3 0:0:0", 259, 535.42, inf
5345998, 1562112000, "2019/7/3 0:0:0", 346, 535.42, inf
5347000, 1562112000, "2019/7/3 0:0:0", 605, 460.59, 1.96
5347999, 1562112000, "2019/7/3 0:0:0", 244, 535.42, inf
5348998, 1562112000, "2019/7/3 0:0:0", 539, 505.84, 7.36
5349999, 1562112000, "2019/7/3 0:0:0", 409, 535.42, inf
5351000, 1562112000, "2019/7/3 0:0:0", 321, 535.42, inf
5351999, 1562112000, "2019/7/3 0:0:0", 608, 458.85, 1.86
5352999, 1562112000, "2019/7/3 0:0:0", 540, 501.78, 6.79
5353999, 1562112000, "2019/7/3 0:0:0", 581, 465.81, 2.61
5354999, 1562112000, "2019/7/3 0:0:0", 590, 461.17, 2.17
5355999, 1562112000, "2019/7/3 0:0:0", 596, 457.69, 1.93
5356999, 1562112000, "2019/7/3 0:0:0", 593, 458.85, 1.94
5358000, 1562112000, "2019/7/3 0:0:0", 599, 457.11, 1.90
5358998, 1562112000, "2019/7/3 0:0:0", 456, 535.42, inf
5360000, 1562112000, "2019/7/3 0:0:0", 596, 456.53, 1.89
5361000, 1562112000, "2019/7/3 0:0:0", 199, 535.42, 1.85
5361999, 1562112000, "2019/7/3 0:0:0", 594, 456.53, 1.88
5362999, 1562112000, "2019/7/3 0:0:0", 596, 457.11, 1.88
5363999, 1562112000, "2019/7/3 0:0:0", 596, 455.95, 1.88
5364999, 1562112000, "2019/7/3 0:0:0", 349, 535.42, 1.88
5365999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5367000, 1562112000, "2019/7/3 0:0:0", 301, 535.42, 1.88
5367998, 1562112000, "2019/7/3 0:0:0", 599, 457.11, 1.88
5368999, 1562112000, "2019/7/3 0:0:0", 213, 535.42, 1.88
5369999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5370999, 1562112000, "2019/7/3 0:0:0", 19, 535.42, 2.41
5371999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 5.87
5372999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.40
5374000, 1562112000, "2019/7/3 0:0:0", 31, 535.42, 2.30
5374999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 5.90
5376000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5376999, 1562112000, "2019/7/3 0:0:0", 601, 456.53, 1.86
5377999, 1562112000, "2019/7/3 0:0:0", 8, 535.42, 2.73
5379000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5379999, 1562112000, "2019/7/3 0:0:0", 196, 535.42, 1.88
5380999, 1562112000, "2019/7/3 0:0:0", 152, 535.42, 1.87
5381999, 1562112000, "2019/7/3 0:0:0", 254, 535.42, 1.87
5383000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5383999, 1562112000, "2019/7/3 0:0:0", 443, 501.20, 1.87
5384999, 1562112000, "2019/7/3 0:0:0", 599, 455.37, 1.87
5385999, 1562112000, "2019/7/3 0:0:0", 592, 461.75, 2.49
5386999, 1562112000, "2019/7/3 0:0:0", 599, 455.37, 1.87
5387999, 1562112000, "2019/7/3 0:0:0", 279, 535.42, 1.85
5388999, 1562112000, "2019/7/3 0:0:0", 597, 455.95, 1.88
5390000, 1562112000, "2019/7/3 0:0:0", 594, 460.01, 2.03
5390999, 1562112000, "2019/7/3 0:0:0", 586, 461.17, 2.32
5392000, 1562112000, "2019/7/3 0:0:0", 612, 455.95, 1.86
5392998, 1562112000, "2019/7/3 0:0:0", 542, 500.62, 7.22
5393999, 1562112000, "2019/7/3 0:0:0", 9, 535.42, inf
5394999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5395999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5397000, 1562112000, "2019/7/3 0:0:0", 299, 535.42, inf
5397999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5399000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5399999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5400999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5401999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 16.32
5402999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.62
5403999, 1562112000, "2019/7/3 0:0:0", 598, 455.95, 1.87
5404999, 1562112000, "2019/7/3 0:0:0", 142, 535.42, 1.87
5406000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5406999, 1562112000, "2019/7/3 0:0:0", 597, 455.37, 1.87
5408000, 1562112000, "2019/7/3 0:0:0", 599, 455.37, 1.87
5408999, 1562112000, "2019/7/3 0:0:0", 598, 454.79, 1.87
5409999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.33
5410999, 1562112000, "2019/7/3 0:0:0", 596, 455.37, 1.88
5411999, 1562112000, "2019/7/3 0:0:0", 598, 455.37, 1.89
5412999, 1562112000, "2019/7/3 0:0:0", 595, 458.27, 2.01
5413999, 1562112000, "2019/7/3 0:0:0", 596, 454.79, 1.88
5414999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.69
5415999, 1562112000, "2019/7/3 0:0:0", 598, 455.37, 1.87
5416999, 1562112000, "2019/7/3 0:0:0", 598, 455.37, 1.87
5417999, 1562112000, "2019/7/3 0:0:0", 598, 455.95, 1.87
5418999, 1562112000, "2019/7/3 0:0:0", 598, 455.37, 1.87
5419999, 1562112000, "2019/7/3 0:0:0", 280, 535.42, 1.87
5420999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5422000, 1562112000, "2019/7/3 0:0:0", 600, 455.95, 1.90
5422999, 1562112000, "2019/7/3 0:0:0", 329, 535.42, 1.87
5424000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5424999, 1562112000, "2019/7/3 0:0:0", 278, 535.42, 1.87
5425999, 1562112000, "2019/7/3 0:0:0", 598, 457.11, 1.87
5426999, 1562112000, "2019/7/3 0:0:0", 593, 455.95, 1.87
5427999, 1562112000, "2019/7/3 0:0:0", 598, 455.37, 1.87
5428999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 5.07
5429999, 1562112000, "2019/7/3 0:0:0", 599, 454.79, 1.88
5431000, 1562112000, "2019/7/3 0:0:0", 540, 509.90, 8.60
5431999, 1562112000, "2019/7/3 0:0:0", 596, 455.95, 1.89
5432999, 1562112000, "2019/7/3 0:0:0", 210, 535.42, 1.84
5433998, 1562112000, "2019/7/3 0:0:0", 595, 453.05, 1.89
5434999, 1562112000, "2019/7/3 0:0:0", 600, 455.37, 1.88
5435998, 1562112000, "2019/7/3 0:0:0", 595, 454.21, 1.90
5436999, 1562112000, "2019/7/3 0:0:0", 601, 455.37, 1.87
5438000, 1562112000, "2019/7/3 0:0:0", 599, 455.37, 1.87
5438999, 1562112000, "2019/7/3 0:0:0", 597, 455.95, 1.86
5440000, 1562112000, "2019/7/3 0:0:0", 326, 535.42, 1.86
5440999, 1562112000, "2019/7/3 0:0:0", 1, 535.42, 3.04
5441999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.42
5442999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5443999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5445000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5445999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5447000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5447999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5448998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5449999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5450999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5452000, 1562112000, "2019/7/3 0:0:0", 8, 535.42, inf
5452999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5454000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5454999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5456000, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5456998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5457998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 1.87
5458999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.59
5459998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5460999, 1562112000, "2019/7/3 0:0:0", 594, 454.79, 1.88
5461999, 1562112000, "2019/7/3 0:0:0", 600, 453.63, 1.87
5463000, 1562112000, "2019/7/3 0:0:0", 154, 535.42, 1.84
5463999, 1562112000, "2019/7/3 0:0:0", 594, 453.63, 1.89
5464999, 1562112000, "2019/7/3 0:0:0", 596, 458.27, 1.95
5465999, 1562112000, "2019/7/3 0:0:0", 594, 457.69, 2.00
5466999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5467999, 1562112000, "2019/7/3 0:0:0", 590, 464.07, 2.71
5468999, 1562112000, "2019/7/3 0:0:0", 614, 455.37, 1.85
5470000, 1562112000, "2019/7/3 0:0:0", 350, 535.42, inf
5470998, 1562112000, "2019/7/3 0:0:0", 317, 535.42, inf
5472000, 1562112000, "2019/7/3 0:0:0", 604, 461.17, 2.41
5472999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5473999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5474999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5475999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 3.71
5476999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5477999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5478999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5479999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5480999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5481998, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 28.16
5482999, 1562112000, "2019/7/3 0:0:0", 57, 535.42, 2.07
5483999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, 4.04
5484999, 1562112000, "2019/7/3 0:0:0", 0, 535.42, inf
5486000, 1562112000, "2019/7/3 0:0:0", 128, 535.42, 1.87
5486999, 1562112000, "2019/7/3 0:0:0", 11, 535.42, 2.57
